Issue;Total time;
CLASSE-78;0h 18m;
CLASSE-78;0h 16m;
IU-177;0h 24m;
MIGRAZIONE-candidature;1h 3m;
CLASSE-analisi;0h 57m;
IU-1050;0h 40m;
PAUSA;0h 30m;
IU-554;1h 18m;
CLASSE-supportoanalisi;0h 12m;
IU-agenda;0h 27m;
IU-1008;0h 27m;
IU-analisi;0h 31m;
IU-566;0h 12m;
IU-554;0h 18m;
IU-563;0h 50m;
CLASSE-78;0h 7m;
