Issue;Total time
CLASSE-1448;1h 25m
CLASSE-32;0h 11m
CLASSE-1266;2h 10m
PAUSA;1h 2m
CLASSE-2041;0h 37m
CLASSE-2041;0h 15m
CLASSE-1984;0h 28m
CLASSE-2041;1h 59m
