Issue;Total time;
CLASSE-78;0h 45m;
CLASSE-997analisi;1h 13m;
CALL-analisti;0h 59m;
CLASSE-961_unipd;0h 38m;
CLASSE-callcarlo;0h 16m;
PAUSA;1h 6m;
UNIPD;0h 47m;
CLASE-78;0h 25m;
CLASSE-961;2h 26m;
CLASSE-961;0h 3m;
