Issue;Total time
CLASSE-78;0h 33m
ANALISI;0h 54m
CLASSE-1955;0h 22m
CLASSE-1942;0h 14m
CLASSE-78;0h 5m
VALUTAZIONE;1h 39m
PAUSA;0h 30m
CLASSE-1955;1h 11m
CLASSE-78;0h 8m
VALUTAZIONE;0h 42m
FULL-proposal;0h 59m
FULL-proposal;0h 35m
FULL-proposal;1h 10m
