Issue;Total time
CLASSE-78;0h 8m
CLASSE-78;0h 39m
CLASSE-78;0h 12m
CLASSE-78;0h 20m
CLASSE-1962;1h 26m
CLASSE-1948;0h 7m
CLASSE-1950;0h 14m
CLASSE-78;0h 10m
PAUSA;2h 36m
AFAM;0h 20m
AFAM;0h 2m
FULL-proposal;0h 21m
CLASSE-32;0h 26m
FULL-proposal;1h 28m
FULL-proposal;0h 8m
CLASSE-1949;0h 15m
CLASSE-1955;0h 11m
CLASSE-78;0h 10m
CLASSE-78;0h 16m
