Issue;Total time
SDMIURRIC-9697;0h 30m
RICMUR-4283;0h 26m
CLASSE-78;0h 21m
CLASSE-32;0h 13m
CLASSE-78;0h 45m
CLASSE-1677;0h 12m
CETP22FP;0h 43m
CLASSE-1448;0h 28m
CLASSE-1448;0h 3m
CLASSE-1667;0h 6m
CLASSE-78;0h 1m
PAUSA;1h 13m
CLASSE-1448;0h 25m
SDMIURRIC-9697;0h 42m
ALLINEAMENTO-ambienti;1h 11m
ALLINEAMENTO-ambienti;0h 29m
AFAM;0h 40m
