Issue;Total time
CLASSE-1448;0h 35m
CLASSE-1448;0h 9m
CONFIGURAZIONE-w4allfp;1h 1m
CONFIGURAZIONE-w4allfp;0h 53m
CLASSE-78;0h 9m
CLASSE-1266;0h 19m
PAUSA;0h 38m
CLASSE-1448;1h 20m
CLASSE-1456;1h 16m
CLASSE-requirement;0h 15m
CLASSE-1826;0h 24m
CLASSE-1827;0h 7m
