Issue;Total time
CLASSE-78;0h 33m
CLASSE-1801;0h 3m
CLASSE-1789;0h 2m
CLASSE-1750;0h 0m
CLASSE-78;1h 1m
CLASSE-1448;0h 44m
CLASSE-78;1h 6m
CLASSE-78;0h 23m
CLASSE-1816;0h 1m
CLASSE-1813;0h 2m
PAUSA;0h 30m
CLASSE-1819;1h 0m
CLASSE-78;0h 13m
CLASSE-1448;0h 28m
RICMUR-4092;0h 39m
CLASSE-1448;0h 22m
CLASSE-1761;0h 4m
CLASSE-1822;0h 3m
CLASSE-32;0h 12m
CLASSE-1448;1h 5m
CLASSE-1448;0h 17m
CLASSE-1448;0h 7m
