Issue;Total time
CLASSE-78;0h 17m
CLASSE-78;0h 26m
BIRD-dor;0h 31m
CALL-simone;1h 21m
CALL-carlo;0h 20m
EDILIZIA-afam;0h 45m
CLASSE-32;0h 20m
PAUSA;1h 7m
EDILIZIA;0h 21m
EDILIZIA;0h 27m
CLASSE-32;0h 30m
CLASSE-32;0h 14m
CLASSE-1613;0h 10m
CLASSE-1619;0h 37m
CLASSE-1619;0h 3m
MASTER;0h 42m
CLASSE-961;0h 14m
BUG-sicurezza;0h 48m
