Issue;Total time
CLASSE-78;0h 5m
CLASSE-1642;0h 39m
EDILIZIA;0h 6m
CLASSE-1266;0h 20m
CLASSE-1642;0h 41m
CLASSE-78;0h 32m
SDMIURRIC-9473;0h 14m
SDMIURRIC-9470;0h 9m
SUPPORTO-manzo;0h 32m
PDF-preview;0h 36m
CLASSE-1165;0h 7m
PAUSA;0h 55m
SCRIPT-keycloak;0h 10m
CLASSE-1665;0h 26m
FLUSSI-birddor;0h 29m
EDILIZIA;0h 13m
EDILIZIA;0h 55m
CLASSE-1642;0h 48m
CLASSE-961;0h 26m
BIRD-dor;1h 1m
CLASSE-061;0h 13m
