Issue;Total time
CLASSE-78;0h 21m
CLASSE-961;1h 20m
FIX-candidature;0h 10m
BEPPE;0h 12m
AFAM;0h 10m
CLASSE-32;0h 50m
EDILIZIA;0h 26m
EDILIZIA;0h 2m
CONFIGURAZIONE-edilizia;0h 24m
MONITORING;0h 15m
PAUSA;0h 43m
MONITORING;0h 41m
CLASSE-32;0h 5m
MONITORING;0h 38m
CLASSE-962;0h 15m
RETROSPETTIVA;1h 43m
