Issue;Total time;
CLASSE-78;0h 19m;
KONG;0h 23m;
CBTALMA-1437;1h 38m;
CBTALMA-1436;1h 31m;
CBTALMA-1436;0h 2m;
PAUSA;0h 30m;
CLASSE-78;0h 36m;
CBTALMA-1436;0h 51m;
CBTALMA-1534;0h 28m;
PREPARAZIONE-talk;0h 26m;
CLASSE-32;1h 16m;
