Issue;Total time;
CLASSE-78;0h 7m;
CLASSE-961;0h 9m;
PROGETTAZIONE-agganciocamunda;1h 40m;
CLASSE-960;1h 10m;
CLASSE-961;0h 27m;
CLASSE-961;0h 9m;
CLASSE-961;0h 4m;
PAUSA;1h 34m;
ANALISI-giuseppe;1h 16m;
ALLINEAMENTO-backend;0h 30m;
CLASSE-961;1h 58m;
CLASSE-961;0h 5m;
