Issue;Total time;
CLASSE-78;0h 28m;
CAMUNDA;1h 9m;
BUG-vault;0h 22m;
BUG-vault;0h 16m;
CLASSE-961;1h 20m;
PAUSA;0h 30m;
BUG-vault;1h 54m;
CLASSE-1128;1h 28m;
CLASSE-961;1h 6m;
CLASSE-961;0h 27m;
