Issue;Total time;
CLASSE-78;0h 5m;
CONFIGURAZIONE-prin;1h 23m;
CLASSE-78;0h 15m;
CLASSE-961;0h 39m;
CLASSE-1114;1h 8m;
SAL-candidature;0h 32m;
CLASSE-78;0h 11m;
