Issue;Total time;
CLASSE-78;0h 18m;
CLASSE-properties;1h 28m;
CLASSE-ediliziatest;1h 9m;
CLASSE-configurazionepipeline;1h 0m;
CLASSE-pipeline;1h 11m;
PAUSA;0h 43m;
FIXVARI-edilizia;3h 11m;
