Issue;Total time
CAMUNDA;1h 24m
EDILIZIA;1h 4m
EDILIZIA;0h 24m
TEST-w4all;0h 57m
W4ALL;0h 39m
PAUSA;0h 30m
VAULT-bandi;3h 43m
