Issue;Total time;
CLASSE-78;0h 13m;
CAMUNDA;0h 32m;
CLASSE-32;0h 38m;
CAMUNDA;0h 23m;
CAMUNDA;0h 30m;
CLASSE-961;0h 5m;
CONFIGURAZIONEUTENZA-locascio_edilizia;0h 8m;
CLASSE-970;1h 13m;
CLASSE-970;0h 14m;
PAUSA;0h 30m;
CLASSE-961;1h 13m;
CONFIGURAZIONE-tablet;0h 17m;
LEMIERICHIESTE;0h 37m;
CLASSE-970;0h 12m;
CLASSE-960;0h 44m;
CLASSE-970;0h 31m;
CAMUNDA;0h 15m;
CAMUNDA;0h 20m;
