Issue;Total time;
CLASSE-78;0h 11m;
SUPPORTO-simone;0h 17m;
ALLINEAMENTO-frontend;0h 50m;
CLASSE-961;1h 35m;
CLASSE-961;0h 22m;
CLASSE-78;0h 5m;
PAUSA;0h 30m;
CLASSE-1150;0h 59m;
ANALISI-prin;1h 27m;
QUARKUSIZZAZIONE-camunda;1h 12m;
QUARKUSIZZAZIONE-camunda;0h 15m;
CLASSE-32;1h 17m;
