Issue;Total time
CLASSE-78;0h 12m
CLASSE-961;3h 31m
CLASSE-961;0h 8m
PAUSA;0h 45m
EDILIZIA;3h 19m
EDILIZIA;0h 11m
CLASSE-961;0h 35m
