Issue;Total time
CONFIGURAZIONE-expo2020dubaitest;0h 0m
CONFIGURAZIONE-expo2020dubaitest;0h 4m
CLASSE-78;0h 13m
W4ALL;0h 20m
CLASSE-961;1h 8m
EDILIZIA;1h 21m
PAUSA;1h 15m
CLASSE-961;3h 19m
