Issue;Total time
CLASSE-78;0h 17m
SCRIPT-flux;0h 22m
FISA;0h 29m
CLASSE-78;0h 3m
CLASSE-1591;1h 31m
CLASSE-961;0h 5m
ESTRAZIONE-cetp;0h 23m
ESTRAZIONE-cetp;0h 46m
CLASSE-1613;0h 41m
EDILIZIA;0h 3m
PAUSA;0h 54m
CLASSE-961;0h 10m
CLASSE-78;0h 27m
CLASSE-1651;1h 15m
RICMUR-3675;0h 22m
RICMUR-3801;0h 28m
CLASSE-pica;0h 28m
ESTRAZIONE-cetp;0h 26m
ESTRAZIONE-cetp;0h 7m
