Issue;Total time
CLASSE-78;0h 17m
CLASSE-961;1h 3m
CLASSE-961;0h 24m
CETP-fixvari;2h 7m
CETP;0h 8m
PAUSA;1h 2m
EDILIZIA-afam;0h 20m
CLASSE-78;0h 6m
ARCHITETTI;1h 17m
CLASSE-1591;0h 39m
CLASSE-961;1h 37m
CLASSE-961;0h 2m
