Issue;Total time
MIGRAZIONE-prodcandidature;0h 20m
FSA;0h 13m
CLASSE-961;0h 7m
DUBAI;0h 3m
SDMIURRIC-9436;0h 5m
CLASSE-78;0h 5m
SDMIURRIC-9435;0h 22m
SDMIURRIC-9436;0h 3m
SDMIURRIC-9248;0h 11m
SDMIURRIC-9436;0h 8m
SDMIURRIC-9248;0h 34m
RICMUR-3977;0h 16m
SDMIURRIC-9452;0h 24m
PAUSA;0h 30m
SUPER-flussi;0h 18m
FIX-flowhandler;0h 11m
CLASSE-961;0h 2m
FIX-unipd;1h 13m
CLASSE-961;0h 30m
CLASSE-1613;2h 35m
BIRD-dor;0h 47m
BIRD-dor;0h 3m
