Issue;Total time
CLASSE-78;0h 23m
CLASSE-961;0h 44m
EDILIZIA-adeguamento_viste;0h 53m
CLASSE-961;0h 33m
CALL-tecnica;0h 46m
CLASSE-961;0h 4m
PAUSA;0h 58m
EDILIZIA;0h 22m
CLASSE-961;0h 40m
CLASSE-961;0h 10m
CLASSE-961;0h 8m
CLASSE-32;0h 28m
CLASSE-78;0h 22m
CLASSE-961;2h 0m
CETP;0h 30m
