Issue;Total time
CLASSE-78;0h 8m
CLASSE-961;1h 0m
CLASSE-961;0h 26m
RICMUR-3675;1h 57m
RICMUR-3675;0h 17m
PAUSA;0h 51m
SDMIURRIC-9202;0h 8m
SDMIURRIC-9219;0h 0m
SDMIURRIC-9204;0h 5m
CETP;2h 59m
CETP;1h 5m
CLASSE-78;0h 15m
CLASSE-78;0h 8m
